rainfall_72h_mm,rainfall_threshold_mm,soil_saturation_ratio,terrain_slope_degrees,drainage_capacity_mm_day,elevation_meters,river_distance_meters,past_recurrence_count,vulnerability_svi,flood_hazard_occurred
316.5,104.2,0.787,16.9,67.7,1014.6,3066.5,2,48.9,1
101.8,76.2,0.679,4.2,91.5,32.8,2812.0,1,17.5,1
34.1,77.2,0.75,10.8,96.9,978.3,763.4,1,58.6,0
53.3,88.5,0.839,4.2,139.2,341.8,434.9,0,70.9,0
31.2,96.4,0.242,17.1,98.2,146.2,649.4,0,57.3,0
159.8,95.4,0.711,7.9,83.2,837.6,638.8,3,24.8,1
8.0,56.1,0.695,3.7,154.8,756.6,455.7,0,80.3,0
9.2,92.8,0.72,4.1,155.8,1053.6,425.3,1,40.4,0
16.3,79.8,0.595,22.8,30.2,883.4,2418.5,2,88.7,0
45.9,83.8,0.651,12.2,120.4,965.2,136.9,6,87.6,1
116.8,85.9,0.746,2.0,75.2,342.0,1408.4,2,31.0,1
217.0,95.2,0.286,2.4,116.2,217.0,277.7,1,53.1,1
301.5,100.7,0.739,2.0,111.0,902.0,556.8,1,26.0,1
32.1,90.5,0.371,1.2,69.6,969.2,126.2,4,69.2,0
348.7,86.0,0.677,1.8,158.2,1188.7,427.6,3,83.2,1
208.3,75.6,0.836,1.6,73.2,498.1,1805.4,2,66.9,1
57.5,62.6,0.741,1.3,110.3,449.6,2645.5,4,35.8,0
158.2,107.7,0.749,4.6,134.8,932.8,350.5,1,21.1,1
129.1,80.4,0.701,10.8,44.6,412.3,797.3,4,20.5,1
60.3,86.1,0.754,6.4,65.6,1117.3,812.6,1,63.9,0
18.5,96.3,0.607,10.9,51.9,1030.8,2531.7,0,91.3,0
32.6,58.8,0.741,19.7,130.5,517.6,1776.6,1,70.6,0
210.5,102.0,0.546,5.4,133.2,902.3,913.6,1,73.5,0
16.4,98.8,0.818,7.7,59.6,906.7,1383.1,1,41.3,0
139.0,97.6,0.674,1.2,25.6,128.2,2305.6,0,61.9,1
120.1,56.2,0.908,4.1,82.2,1083.6,61.5,4,40.3,1
48.3,84.0,0.761,5.8,117.8,608.8,668.8,4,87.1,0
56.3,58.0,0.722,21.6,109.0,992.6,2903.3,5,25.6,0
53.9,85.3,0.871,8.5,85.2,387.5,1667.9,4,65.6,0
113.8,94.5,0.548,1.9,65.8,1075.2,989.3,2,73.5,0
154.7,61.7,0.542,4.4,89.0,470.1,955.1,3,70.9,1
266.2,93.2,0.626,2.6,27.0,18.0,562.8,3,35.6,1
334.4,79.7,0.757,1.2,35.0,1086.9,932.1,2,53.9,1
138.8,99.6,0.937,2.2,47.0,114.1,1328.4,2,68.1,1
11.4,84.3,0.821,18.0,109.4,386.6,700.3,1,89.5,0
40.6,73.5,0.496,24.4,54.5,1140.3,1552.8,1,55.0,0
259.2,73.3,0.556,24.5,82.2,1141.0,2419.9,4,39.0,1
27.6,104.4,0.519,17.3,108.9,690.3,251.7,2,45.9,0
124.3,79.9,0.527,5.5,137.1,760.0,770.8,3,58.3,1
98.9,77.3,0.49,1.1,99.2,540.9,679.1,0,93.1,1
257.3,57.2,0.804,19.8,48.9,355.4,1445.6,1,65.3,1
28.1,75.0,0.178,2.7,153.5,397.8,395.0,1,27.4,0
166.6,101.7,0.774,5.5,37.2,808.7,1276.8,1,82.5,1
19.1,96.9,0.264,0.8,74.6,904.1,2569.5,2,29.5,0
17.0,67.2,0.406,0.8,149.4,950.9,699.8,3,18.1,1
241.0,77.7,0.713,11.2,106.3,948.6,2953.2,4,23.0,1
257.5,65.8,0.631,2.3,114.5,114.0,6032.6,0,77.9,1
69.3,107.5,0.858,4.3,65.7,595.8,184.6,1,87.2,0
94.7,87.9,0.724,16.0,35.6,73.8,368.4,2,36.5,0
36.5,96.5,0.87,1.9,74.4,661.7,3654.0,0,54.8,0
177.7,94.3,0.678,3.7,79.3,532.6,3863.5,3,62.8,1
114.1,103.1,0.442,1.8,61.5,1065.8,173.4,1,48.5,0
51.8,107.2,0.534,21.4,54.1,424.3,68.1,1,20.2,0
25.3,56.8,0.865,3.7,73.0,144.9,260.8,1,19.5,1
30.2,108.6,0.661,14.7,111.3,175.9,6679.6,2,50.2,0
57.5,102.9,0.502,1.0,153.1,915.0,288.1,1,78.8,0
19.8,76.1,0.657,5.0,120.0,743.8,887.9,2,21.8,0
106.2,101.0,0.619,5.1,130.2,125.8,2314.0,4,31.5,0
13.9,95.5,0.344,2.6,66.3,105.5,74.7,0,36.6,0
21.1,98.6,0.491,21.9,39.1,842.7,1163.1,2,59.7,0
91.1,67.1,0.809,5.7,64.4,92.0,439.3,1,18.5,1
312.6,90.7,0.719,5.0,79.4,987.1,2429.5,2,83.8,1
42.9,56.4,0.843,0.6,118.1,849.0,450.0,3,52.7,1
68.3,101.7,0.491,4.9,151.8,102.2,1442.9,3,53.8,0
16.2,107.3,0.874,5.6,134.3,106.4,1395.8,3,41.1,0
172.5,91.4,0.3,19.8,61.0,1184.0,350.5,2,32.0,1
13.2,83.2,0.712,4.8,135.7,452.3,92.5,2,44.1,0
116.2,94.9,0.784,3.3,80.6,447.9,681.6,1,88.1,0
121.6,72.9,0.614,14.4,48.7,976.3,459.6,2,22.5,1
57.0,89.5,0.779,1.5,87.3,1137.0,2036.4,4,19.9,0
29.8,94.5,0.787,14.5,101.0,1183.3,1983.5,1,24.2,0
51.9,62.8,0.755,6.2,128.1,905.3,782.8,5,77.2,1
212.3,62.7,0.289,5.6,72.2,454.6,1169.2,4,18.9,1
57.4,94.4,0.68,23.3,44.8,104.8,1162.4,0,41.7,0
35.5,78.7,0.573,1.9,37.7,933.7,2156.5,0,49.0,0
95.5,103.9,0.864,2.4,40.2,672.3,714.1,3,55.6,0
43.8,72.2,0.317,4.5,153.3,511.9,436.6,1,15.3,0
215.9,57.3,0.625,5.7,153.5,1088.1,419.5,1,53.9,1
14.4,90.7,0.619,1.6,155.8,137.9,971.9,3,30.6,0
24.3,92.6,0.428,4.2,65.8,593.7,765.5,4,22.8,0
130.6,85.4,0.854,15.8,50.9,18.6,746.0,2,57.7,1
164.3,92.6,0.665,24.5,157.4,565.0,164.7,2,74.5,1
139.2,83.8,0.804,4.3,158.4,72.3,1571.6,5,89.8,1
157.0,93.1,0.579,22.8,35.6,147.0,338.6,6,88.0,1
95.0,57.4,0.479,23.2,126.6,145.4,313.2,0,46.9,1
36.8,75.3,0.403,5.9,64.0,780.8,688.8,2,71.3,1
20.3,66.6,0.612,4.5,147.8,896.5,360.2,3,70.6,0
24.1,60.5,0.641,1.3,37.0,702.1,1102.1,1,48.0,0
26.8,67.9,0.847,3.3,145.0,1154.8,607.2,3,22.9,1
31.9,65.5,0.552,3.9,25.4,453.0,765.0,2,45.6,0
317.6,108.5,0.557,4.9,95.5,346.4,974.5,1,94.4,1
222.5,70.8,0.711,2.5,70.3,1043.0,323.1,1,59.4,1
111.3,67.7,0.194,10.6,82.7,272.2,253.2,3,42.3,1
18.7,100.9,0.724,3.1,83.6,1156.1,2598.5,4,74.5,0
20.4,78.1,0.713,1.2,113.2,19.5,732.4,2,69.9,0
186.9,78.2,0.774,1.0,28.1,1164.0,687.4,5,61.3,1
93.0,79.4,0.793,4.9,118.3,56.6,93.5,2,66.0,1
112.6,77.9,0.772,4.9,28.0,1069.9,876.9,3,61.8,1
131.3,73.0,0.622,16.8,50.0,635.6,1019.4,3,91.5,1
96.7,70.7,0.684,5.2,106.9,1191.6,1032.0,1,55.7,1
18.2,103.5,0.372,1.0,36.7,93.2,1523.2,2,62.2,0
28.8,63.9,0.629,1.7,158.8,666.9,284.5,5,52.7,1
5.5,65.0,0.658,8.5,130.9,1163.3,398.8,4,63.0,0
158.6,86.4,0.469,2.3,120.3,630.1,2047.5,0,86.3,1
14.8,73.9,0.299,0.7,61.1,757.1,3578.8,0,42.2,0
158.3,78.2,0.674,0.8,31.6,836.4,225.3,2,54.7,1
247.4,99.4,0.889,1.2,157.1,548.2,876.1,4,50.9,1
18.9,104.7,0.493,4.7,45.0,754.9,339.2,1,46.8,0
130.1,98.5,0.874,5.8,137.1,703.3,124.3,2,80.7,1
92.6,67.9,0.373,24.6,51.7,1081.9,522.5,1,33.6,1
85.6,108.9,0.638,5.4,75.5,59.3,236.1,0,55.0,1
42.7,75.0,0.896,23.9,118.6,340.8,1535.2,4,89.0,0
31.5,64.3,0.666,0.9,152.6,1140.7,965.6,4,27.9,0
155.0,82.5,0.597,3.5,27.7,1068.9,236.3,1,15.4,1
51.2,94.9,0.724,6.9,60.2,549.5,61.1,4,36.2,0
8.4,59.6,0.829,4.5,128.3,746.1,2031.3,1,88.8,0
41.0,89.9,0.745,2.9,48.4,336.5,282.6,0,22.0,0
84.6,102.2,0.499,22.4,40.0,229.8,1168.3,3,26.0,0
99.1,69.4,0.857,18.4,31.2,559.1,543.0,0,40.6,1
107.5,93.1,0.722,1.8,92.8,427.3,1106.8,3,76.6,1
223.0,77.0,0.515,10.6,128.6,702.5,505.1,3,75.1,1
179.1,77.8,0.547,16.2,154.8,97.9,159.1,1,22.0,1
49.8,70.4,0.564,1.3,61.1,1169.4,352.7,5,89.7,1
46.5,89.3,0.685,2.1,41.4,1183.5,300.0,1,34.1,0
225.9,74.9,0.297,4.1,79.3,839.3,720.4,1,37.5,1
111.3,100.7,0.847,5.7,32.5,645.6,1338.5,0,45.9,0
73.3,108.0,0.937,1.2,69.7,374.9,417.5,2,65.8,1
201.0,106.4,0.765,5.3,111.8,977.5,64.6,3,56.7,1
122.0,64.0,0.448,0.5,47.7,823.3,928.1,0,89.3,1
37.5,55.8,0.787,5.6,110.3,199.3,1167.0,0,60.2,0
43.5,79.1,0.578,6.0,156.2,1093.6,4002.0,0,83.6,0
297.8,95.1,0.542,9.3,141.7,987.9,1118.4,2,21.3,1
352.0,108.8,0.61,21.8,73.2,1140.0,814.5,1,83.5,1
36.5,98.1,0.789,0.5,81.9,872.2,1072.3,4,30.8,0
170.6,86.9,0.482,3.7,81.6,738.0,3205.7,1,44.0,1
20.9,56.4,0.708,5.1,141.1,504.8,2165.0,7,40.6,0
120.7,100.4,0.898,2.6,159.2,1119.6,518.1,0,42.0,0
58.5,64.7,0.751,6.1,136.5,1039.9,375.0,2,88.5,0
193.2,58.1,0.462,3.4,100.3,59.0,415.6,2,50.3,1
95.5,101.8,0.631,18.6,38.1,36.5,892.4,3,36.4,0
182.9,86.1,0.414,4.9,153.9,454.9,1685.3,0,38.6,1
44.3,62.1,0.418,1.0,141.1,973.6,889.5,3,79.3,0
97.4,76.3,0.44,4.8,138.6,1184.8,134.2,1,58.1,1
139.7,59.7,0.477,4.9,77.9,184.7,1593.0,1,51.0,1
178.7,90.1,0.403,1.0,85.4,715.0,2017.7,0,89.1,1
26.5,70.5,0.782,14.7,41.2,460.2,460.1,2,89.4,0
32.4,102.6,0.827,22.2,151.6,1164.0,1359.2,2,75.5,0
57.9,74.7,0.739,3.2,152.3,1011.3,717.4,8,56.4,1
43.3,82.2,0.614,1.7,59.3,1006.8,2689.2,1,24.3,0
127.4,58.5,0.793,22.9,119.0,565.1,2288.9,2,71.6,1
278.1,70.2,0.557,23.4,52.5,500.7,944.4,0,80.2,1
39.9,92.2,0.552,4.9,78.0,331.7,1461.3,3,83.2,0
24.0,95.5,0.88,4.2,65.8,72.4,2628.3,2,61.5,0
56.8,68.4,0.884,2.9,77.6,1038.3,871.5,3,64.3,1
37.7,82.7,0.621,2.2,66.7,976.4,500.9,1,71.7,0
49.4,100.0,0.46,3.2,71.6,1199.7,1731.3,1,84.9,0
167.1,75.9,0.752,3.6,131.8,1196.0,348.3,2,18.6,1
157.0,62.4,0.709,1.1,65.5,668.7,640.3,3,60.1,1
116.9,78.8,0.477,4.6,135.0,923.9,2459.5,1,44.5,1
156.2,88.0,0.609,12.3,101.7,1134.0,1596.7,3,81.7,1
166.8,55.4,0.741,4.0,130.4,1020.3,670.6,3,25.7,1
178.2,74.2,0.633,1.4,149.1,300.6,340.1,1,87.8,1
16.9,88.4,0.967,13.8,43.7,543.4,578.0,4,24.9,0
151.7,107.4,0.369,2.9,71.4,159.3,451.1,2,22.1,1
54.0,77.5,0.857,3.5,32.5,1145.1,282.4,2,42.7,0
166.0,64.0,0.266,2.9,79.9,729.4,1682.0,0,94.6,1
54.6,84.4,0.613,5.6,57.0,278.2,398.5,2,65.7,0
59.0,70.7,0.945,5.0,102.2,807.7,776.5,5,17.1,1
122.3,66.8,0.812,18.4,130.8,743.7,635.0,2,34.9,1
147.5,87.5,0.437,0.7,90.7,433.0,4876.0,3,26.9,1
80.7,105.4,0.783,0.9,70.0,140.7,645.3,4,15.1,1
51.0,100.9,0.941,7.0,45.6,807.5,150.0,4,56.2,1
31.5,65.0,0.7,9.5,28.6,626.8,162.9,2,45.5,0
3.3,97.1,0.607,3.1,116.5,927.9,1122.1,1,64.1,0
168.7,67.6,0.501,2.6,29.1,626.6,1147.6,2,32.3,1
11.7,71.0,0.751,15.8,149.3,1023.4,701.1,2,81.5,0
55.3,105.6,0.444,1.9,105.2,664.5,728.4,1,45.7,0
240.7,105.1,0.22,2.6,72.7,675.3,116.5,3,53.6,1
132.5,64.3,0.74,12.5,30.7,1052.6,922.2,5,73.6,1
343.7,58.5,0.411,23.3,80.8,487.2,893.2,3,28.3,1
129.8,71.1,0.525,5.2,142.1,165.1,244.4,0,36.0,1
45.0,87.0,0.387,24.0,155.9,39.4,181.6,2,27.4,0
133.1,103.2,0.892,5.8,36.5,907.4,208.3,0,76.4,1
135.0,61.5,0.513,3.6,129.9,746.3,177.8,3,22.8,1
13.5,77.8,0.952,6.0,59.9,846.4,1179.0,4,54.1,0
215.6,69.9,0.779,4.0,76.2,259.5,312.5,3,75.0,1
290.0,55.8,0.52,0.7,98.9,168.0,397.5,4,55.6,1
55.5,98.4,0.414,2.5,159.3,22.4,278.8,2,55.7,0
55.1,99.7,0.562,5.0,53.2,424.0,3849.4,2,20.1,1
29.7,67.2,0.701,15.2,42.6,710.0,2364.1,3,77.6,0
19.6,63.3,0.514,14.3,105.3,473.7,364.4,4,63.3,0
208.8,63.0,0.568,5.5,140.2,527.8,526.2,2,68.4,1
77.5,80.5,0.684,0.9,112.5,1085.5,332.7,1,76.3,0
70.8,68.6,0.911,3.4,71.9,421.2,862.4,3,59.8,0
27.1,83.1,0.847,3.7,156.9,619.2,73.8,5,55.7,1
55.0,76.2,0.807,4.7,159.3,941.5,1385.4,1,68.1,0
357.9,66.6,0.441,23.5,129.0,478.9,938.7,2,87.0,1
259.1,96.3,0.802,3.2,133.3,748.4,2796.9,3,66.1,0
33.8,63.3,0.671,2.4,127.7,1035.5,265.5,2,78.1,1
27.6,98.9,0.58,1.2,59.8,1139.7,2006.2,5,53.4,0
41.7,85.9,0.146,23.7,45.3,180.8,1934.0,4,62.2,0
20.1,100.8,0.444,3.3,99.8,1112.3,213.2,3,29.4,1
167.7,55.3,0.414,1.1,153.8,593.1,660.1,4,54.1,1
28.6,96.2,0.581,1.4,143.6,313.6,273.8,1,26.9,0
35.8,57.8,0.408,2.6,39.4,553.7,402.8,1,52.4,0
212.5,107.3,0.703,14.2,32.7,1176.1,416.6,0,20.2,1
33.6,93.7,0.293,5.6,143.0,593.7,1025.0,1,61.1,0
20.7,72.6,0.878,10.1,107.8,397.9,686.0,3,37.9,0
31.0,72.6,0.689,3.6,66.1,761.9,3591.7,1,82.3,0
16.7,102.4,0.257,15.2,100.8,292.0,212.1,3,45.1,0
332.1,104.7,0.613,1.5,54.9,95.7,4415.5,1,88.4,1
103.9,104.0,0.837,18.2,152.8,159.0,364.6,4,52.8,0
280.7,99.5,0.416,5.7,136.7,158.0,1828.7,1,82.9,1
36.0,100.0,0.892,24.0,154.9,186.5,546.7,0,38.8,0
108.1,86.5,0.536,18.2,50.3,170.9,235.3,1,51.1,1
137.7,56.6,0.839,2.9,138.9,770.8,2391.4,2,65.7,1
9.2,59.8,0.632,1.0,100.6,222.3,493.3,2,35.7,0
29.2,90.7,0.635,2.8,68.9,418.1,1340.5,6,67.6,0
35.0,77.1,0.529,2.9,89.8,1076.7,1052.9,3,38.1,0
42.4,86.2,0.856,5.9,152.5,571.4,815.8,2,53.7,0
24.0,67.7,0.595,1.8,118.3,802.7,871.8,2,16.9,0
22.9,90.7,0.566,4.9,73.6,210.9,1631.2,0,21.3,0
38.0,68.4,0.559,2.7,160.0,234.8,160.2,3,33.2,1
46.4,80.3,0.442,2.7,71.7,53.8,1373.8,2,79.5,0
54.9,81.3,0.805,2.6,134.9,206.9,2763.9,0,67.8,0
37.6,64.8,0.535,18.9,130.9,337.9,121.4,6,86.5,0
84.8,103.2,0.516,4.2,122.6,216.5,231.9,2,87.4,0
89.5,83.9,0.579,1.4,115.4,111.0,1563.2,0,45.0,0
257.0,102.7,0.528,16.2,39.7,149.2,740.0,0,44.4,1
83.4,69.4,0.763,2.8,159.3,555.6,670.1,3,81.9,0
23.8,64.5,0.453,4.7,46.7,251.6,226.8,2,49.1,0
58.0,56.0,0.833,4.9,105.5,440.3,898.1,2,83.6,0
101.8,60.2,0.444,2.4,58.6,606.6,212.4,4,55.5,1
39.6,63.1,0.561,4.9,47.8,830.0,826.9,4,49.0,0
112.5,59.3,0.264,11.5,100.5,52.0,1780.8,1,37.3,1
44.7,104.3,0.785,10.0,137.9,960.3,408.5,1,25.1,0
113.7,105.1,0.588,1.3,75.9,755.3,836.5,3,57.1,0
154.4,106.6,0.56,2.9,35.4,102.7,5846.4,2,41.0,1
26.6,107.8,0.63,0.8,109.2,1048.9,1442.5,5,35.0,0
46.0,82.1,0.733,5.3,128.5,1105.4,2259.3,4,28.6,0
37.7,84.2,0.717,21.2,65.0,78.0,693.1,2,46.1,0
31.6,62.2,0.581,20.6,118.2,335.9,1802.5,3,59.5,0
29.7,62.5,0.8,5.0,35.2,968.4,99.6,0,82.0,0
36.8,97.5,0.603,0.8,73.8,899.2,207.4,3,80.6,0
13.6,102.1,0.639,5.6,89.0,225.5,322.4,0,83.4,0
158.9,98.2,0.623,8.0,130.6,255.2,666.9,2,61.1,1
48.6,100.9,0.896,15.0,70.6,447.7,2293.0,4,59.8,0
57.5,70.2,0.601,3.9,86.2,584.0,560.1,3,87.4,0
11.2,80.6,0.309,3.3,109.8,743.8,1325.7,3,38.1,0
18.0,80.3,0.728,19.4,109.3,445.9,1532.6,0,26.6,0
33.5,109.7,0.465,2.2,94.9,557.7,1108.8,1,21.6,0
27.0,107.2,0.356,4.6,69.3,898.2,580.4,1,85.5,0
131.8,87.9,0.752,5.2,115.4,48.8,1082.6,1,44.7,1
78.2,62.6,0.583,1.8,138.0,306.7,552.7,0,54.9,1
23.4,69.2,0.896,11.4,45.8,857.5,155.1,4,79.2,0
56.9,75.0,0.798,11.1,71.0,1074.8,5971.1,0,44.9,0
20.0,103.0,0.889,5.1,115.3,616.5,213.2,0,84.4,0
53.7,64.4,0.84,4.2,127.0,640.9,140.1,3,40.7,1
274.0,67.1,0.417,17.0,130.5,133.1,2579.7,3,73.6,1
300.8,74.2,0.575,1.5,113.2,539.7,481.2,0,68.4,1
47.5,106.0,0.78,4.4,89.6,641.5,1310.8,1,31.1,0
38.1,82.7,0.674,9.7,112.2,294.8,528.8,2,25.0,0
112.4,90.6,0.826,3.0,43.2,326.7,646.0,1,23.9,0
134.6,76.3,0.34,2.4,53.0,455.9,414.8,1,67.1,1
107.6,65.4,0.67,21.4,150.2,29.0,554.2,2,16.0,1
238.0,67.3,0.485,19.6,149.5,389.9,684.6,1,67.9,1
42.4,99.1,0.218,5.9,122.7,257.7,1579.3,0,77.6,0
13.8,104.1,0.152,11.6,69.2,396.4,909.8,1,39.2,0
239.1,82.1,0.39,22.8,112.6,148.1,3499.6,4,74.7,1
80.1,74.6,0.638,4.3,117.9,1069.2,101.3,4,28.2,1
167.8,99.4,0.651,1.4,94.5,714.3,889.2,0,91.8,1
13.3,92.0,0.556,23.7,126.1,816.5,1103.1,3,33.6,0
35.9,57.2,0.675,3.8,29.0,948.1,3083.8,2,54.1,0
95.4,74.3,0.94,4.9,59.6,600.6,110.5,4,93.4,1
14.7,92.5,0.551,6.0,132.3,108.9,1072.6,0,87.6,0
86.2,86.6,0.356,3.8,151.7,646.8,2355.9,1,67.8,0
162.9,108.8,0.893,5.7,143.3,706.3,382.4,1,44.5,1
248.9,102.6,0.8,1.3,121.7,895.8,2557.8,3,71.0,1
37.6,58.3,0.695,14.1,47.3,520.8,73.1,3,51.8,0
4.9,94.9,0.645,1.4,74.8,157.5,1632.2,1,23.7,0
124.2,73.5,0.847,24.6,31.8,344.1,3295.7,4,78.7,1
119.3,92.5,0.403,1.7,111.4,438.9,1334.7,1,84.7,1
291.0,88.9,0.462,2.0,85.7,776.9,743.7,2,47.6,1
32.5,82.7,0.679,2.9,102.4,687.1,105.1,3,68.3,1
224.1,101.9,0.507,1.9,157.2,430.5,3082.6,0,17.4,1
96.2,94.0,0.325,5.2,79.3,1183.9,812.5,1,30.8,0
153.7,103.9,0.451,2.4,66.4,728.9,85.3,4,60.6,1
8.6,70.5,0.855,3.4,45.3,288.5,1454.7,2,36.9,0
41.6,74.1,0.845,1.7,44.4,126.6,839.0,4,90.5,1
151.4,89.2,0.714,2.6,95.0,187.7,209.3,7,82.0,1
49.9,108.2,0.433,16.8,126.1,298.9,339.4,2,67.4,0
20.4,75.4,0.421,1.7,101.2,197.0,130.0,3,94.9,1
41.7,56.8,0.771,2.9,142.9,227.9,1074.8,2,34.5,0
93.5,79.5,0.373,6.2,67.6,345.7,1217.5,2,88.5,0
45.6,84.9,0.555,1.5,105.3,212.2,895.6,1,39.4,0
45.0,99.1,0.509,0.5,114.3,1076.6,2088.6,0,62.7,0
36.1,95.1,0.538,3.7,62.9,100.9,2418.0,2,49.7,1
241.4,108.1,0.529,21.2,78.5,631.8,1197.4,1,50.5,1
22.3,98.0,0.278,4.5,104.8,495.4,65.4,2,76.0,1
107.6,71.4,0.756,5.2,27.8,1178.9,1475.8,0,42.8,0
60.5,90.3,0.775,6.3,144.7,138.9,699.5,3,55.6,0
174.7,92.0,0.802,12.5,40.0,480.4,1050.4,0,31.9,1
137.9,109.9,0.624,22.5,31.4,1163.5,1306.6,1,76.1,1
41.0,62.6,0.748,6.3,54.0,1039.3,567.4,2,59.2,0
50.4,65.5,0.544,4.9,92.8,981.4,3038.1,3,35.4,0
169.1,63.6,0.602,11.3,69.4,313.2,222.6,0,36.3,1
30.7,87.4,0.716,3.7,84.4,209.2,1385.9,5,38.5,0
41.3,62.4,0.827,5.3,36.4,804.0,55.2,1,70.9,1
296.4,91.1,0.642,21.8,56.5,1115.6,3152.8,3,62.6,1
76.8,99.2,0.609,22.7,38.2,670.3,193.2,2,80.8,0
32.5,78.8,0.373,13.1,56.0,688.1,169.6,0,60.7,1
152.1,85.8,0.674,2.6,119.9,339.6,536.0,2,39.5,1
39.8,105.2,0.869,20.2,102.7,924.5,611.3,2,92.0,0
250.7,86.3,0.574,0.7,70.1,228.5,339.4,1,85.9,1
31.3,66.5,0.493,2.7,60.3,391.8,1105.7,1,37.3,0
54.3,73.9,0.658,1.0,159.7,513.4,752.0,2,88.0,1
48.8,84.1,0.399,3.9,128.7,611.6,91.7,2,72.6,0
277.7,63.5,0.678,2.7,136.0,294.7,512.2,3,48.2,1
176.8,88.7,0.718,18.7,28.6,142.2,2045.6,4,52.4,1
52.5,110.0,0.565,2.4,33.0,734.7,1454.3,2,50.7,0
302.4,90.9,0.819,8.8,121.2,349.9,1598.6,6,78.7,1
171.4,75.5,0.596,3.9,50.9,699.6,1487.3,2,29.0,1
141.8,73.2,0.436,2.2,82.5,189.5,497.0,3,19.7,1
25.4,106.2,0.729,5.7,49.9,580.0,176.0,1,54.9,0
165.7,102.9,0.631,5.2,48.9,641.4,431.7,1,38.2,1
4.5,81.0,0.572,5.6,39.7,66.9,2189.0,4,60.1,0
26.2,74.4,0.627,0.8,105.2,407.2,4773.0,3,93.3,0
22.2,94.1,0.697,0.9,124.8,165.6,867.1,2,68.7,1
315.3,72.3,0.883,1.6,32.7,80.7,61.7,2,91.7,1
193.5,61.6,0.757,7.6,62.2,1188.0,231.0,1,73.6,1
180.0,72.1,0.377,1.6,113.9,390.2,516.5,1,21.1,1
171.1,78.9,0.561,19.5,78.0,972.8,1087.0,0,86.1,1
332.4,69.0,0.495,24.5,120.1,309.3,143.7,4,30.9,1
131.9,66.9,0.749,2.2,127.5,819.4,3495.2,1,84.2,1
63.7,55.3,0.833,4.3,29.4,913.5,595.1,2,74.9,1
24.6,89.7,0.45,6.6,76.4,716.8,2974.5,1,82.1,0
58.1,88.8,0.817,2.6,123.4,568.5,1869.8,1,35.3,0
242.1,65.3,0.396,0.7,76.1,497.1,1739.9,1,79.6,1
15.6,106.9,0.652,1.7,25.8,421.9,1169.9,3,63.8,0
145.4,77.5,0.759,23.3,70.4,1115.8,1232.7,0,21.5,1
49.7,56.4,0.357,5.2,142.8,997.6,1269.3,3,86.1,0
25.8,67.1,0.881,2.4,153.5,1158.2,1239.0,2,85.1,0
266.7,93.1,0.685,5.2,100.7,153.5,1018.2,2,60.8,1
18.0,66.1,0.806,3.5,66.4,878.4,5208.5,1,51.2,0
50.8,58.0,0.763,10.9,87.9,1126.3,1631.4,2,47.0,0
129.1,89.0,0.756,0.9,56.9,221.6,1850.4,4,63.2,1
18.4,83.5,0.756,6.0,47.7,84.5,2521.2,2,82.3,0
49.5,96.9,0.427,5.8,91.6,890.6,341.5,2,60.3,0
104.3,97.5,0.475,2.1,124.5,691.5,155.0,2,25.4,1
113.8,107.8,0.39,15.5,55.0,1011.0,841.4,2,39.5,0
165.9,58.1,0.896,5.9,147.8,172.0,916.1,1,68.5,1
155.8,57.1,0.786,4.9,47.7,955.3,2170.6,3,66.7,1
43.9,109.3,0.616,3.3,100.4,245.9,753.9,4,56.5,0
25.9,90.5,0.459,18.9,129.8,200.6,1065.1,3,34.2,0
14.9,94.3,0.823,3.2,53.8,201.3,948.6,1,36.6,0
140.7,60.3,0.37,2.3,65.0,978.4,96.7,3,53.7,1
59.1,58.8,0.612,20.7,32.0,799.9,1196.1,1,46.6,0
114.0,63.8,0.832,14.6,152.4,630.1,2162.6,2,40.3,1
209.0,78.5,0.62,4.9,90.7,433.8,255.7,2,81.4,1
55.6,61.1,0.896,19.4,33.7,1053.3,1132.7,5,55.3,0
44.2,79.5,0.347,5.4,137.1,474.0,1130.5,3,55.2,0
199.5,85.9,0.688,4.5,101.9,980.8,265.2,1,49.2,1
45.8,55.0,0.474,14.5,32.5,529.8,208.1,2,69.5,1
343.9,61.3,0.854,4.0,85.9,455.4,4747.5,5,29.1,1
18.6,75.6,0.454,5.4,83.6,557.9,650.5,0,90.5,0
42.3,57.9,0.682,1.5,44.7,365.1,359.6,1,23.4,0
19.1,62.3,0.547,3.0,81.8,898.4,275.5,4,71.8,1
32.0,67.7,0.663,5.0,63.2,605.8,1371.7,4,71.3,0
65.4,78.6,0.629,6.5,119.5,282.5,1178.2,1,24.1,0
36.6,94.3,0.623,4.1,25.7,1080.0,1287.9,3,94.4,0
293.6,62.3,0.616,3.6,39.4,463.8,160.5,2,17.7,1
28.8,95.6,0.961,1.4,149.0,654.5,2737.9,0,44.2,0
23.1,102.0,0.417,13.3,83.5,1088.2,641.7,4,49.0,0
58.1,90.8,0.439,2.7,48.8,751.0,501.2,1,79.2,1
137.3,57.4,0.783,4.1,132.1,144.7,794.7,4,17.4,1
37.3,79.2,0.679,3.5,140.0,1128.1,643.3,1,59.6,0
323.2,91.3,0.74,19.3,53.5,755.1,2440.4,5,31.3,1
21.5,108.8,0.272,4.1,121.3,405.2,3228.5,0,60.8,0
54.9,107.3,0.878,0.8,108.0,171.4,483.9,3,66.7,1
